# offset_in_band	d	left5	hash160_decimal	dist_l5_P160
330	730750818665451459101842416358141509827966271818	12877	1287728599364173436191054122431166970226565468704	383
331	730750818665451459101842416358141509827966271819	13680	1368042119609406574346635891736008256902546786005	420
332	730750818665451459101842416358141509827966271820	53971	539719172202822433141876456281874902075662901692	40711
333	730750818665451459101842416358141509827966271821	33568	335683953062756765218667657475922776461895091570	20308
334	730750818665451459101842416358141509827966271822	86363	863636926281441433089638166395099437676073565080	73103
335	730750818665451459101842416358141509827966271823	96451	96451159599803022569972123326030355044184384977	83191
336	730750818665451459101842416358141509827966271824	98289	982894709139876718904394175132646788377128156302	85029
337	730750818665451459101842416358141509827966271825	40744	407449289928454326108402695709318585841097872783	27484
338	730750818665451459101842416358141509827966271826	13258	1325800209567815246470864767962622523172858275280	2
339	730750818665451459101842416358141509827966271827	65473	654734934199276307653560556168661829805080433918	52213
340	730750818665451459101842416358141509827966271828	11057	1105733925010299055412360217650169625293324856192	2203
341	730750818665451459101842416358141509827966271829	26304	26304244989683666196789773517894987027942697038	13044
342	730750818665451459101842416358141509827966271830	11763	1176359047292208727017323399613004310032971702669	1497
343	730750818665451459101842416358141509827966271831	20101	20101957881536425539290678554591485039055067382	6841
344	730750818665451459101842416358141509827966271832	63921	639212441939817065427518249849575957515960380700	50661
345	730750818665451459101842416358141509827966271833	11867	1186729882872104264560545428357968464261189204256	1393
346	730750818665451459101842416358141509827966271834	11276	1127696165365539377380043687387490248374660171477	1984
347	730750818665451459101842416358141509827966271835	13884	1388483652175477164509809490047479835845978181531	624
348	730750818665451459101842416358141509827966271836	11697	1169735606537528159893112703751116882602312006323	1563
349	730750818665451459101842416358141509827966271837	84797	847973152081386267686160592926257200917406693332	71537
350	730750818665451459101842416358141509827966271838	13712	1371223227259936627990583073636606630841970723845	452
351	730750818665451459101842416358141509827966271839	87306	873068478172813511666771130102197206179233685565	74046
352	730750818665451459101842416358141509827966271840	11059	110590190891646773448662104630385918366095423682	2201
353	730750818665451459101842416358141509827966271841	58393	583937745371385451598655316470963173757285950635	45133
354	730750818665451459101842416358141509827966271842	11102	1110288596023889945328761259920977645189003129191	2158
355	730750818665451459101842416358141509827966271843	12570	1257032532636936356529966882197504594038573083695	690
356	730750818665451459101842416358141509827966271844	15731	157317766765836984694517292737226923352374819951	2471
357	730750818665451459101842416358141509827966271845	10523	1052300723295006782921109965307031135816762478779	2737
358	730750818665451459101842416358141509827966271846	10064	1006455493131561940905705386954145288225033682972	3196
359	730750818665451459101842416358141509827966271847	68201	68201223223036595471379630421948263210541210734	54941
360	730750818665451459101842416358141509827966271848	75359	753599984106978526410838313555620445773614003747	62099
361	730750818665451459101842416358141509827966271849	55196	551964073935910092465528610012077450542069813469	41936
362	730750818665451459101842416358141509827966271850	23968	239686323566680474699661759579964054647254714166	10708
363	730750818665451459101842416358141509827966271851	34653	346532689936897674987274162070695118080336692399	21393
364	730750818665451459101842416358141509827966271852	10174	1017478177410739263749142501148389343933728533034	3086
365	730750818665451459101842416358141509827966271853	37198	371984194588279518410260224235432780428112539793	23938
366	730750818665451459101842416358141509827966271854	56107	561077814459030709500749737531578344965690762720	42847
367	730750818665451459101842416358141509827966271855	11272	1127241907661651990216322610843878763036194696767	1988
368	730750818665451459101842416358141509827966271856	50521	505212046735049833809329350298206423273794641321	37261
369	730750818665451459101842416358141509827966271857	85643	856432563833890386813540685733359953160491687711	72383
370	730750818665451459101842416358141509827966271858	20650	206502818729945076913428975789827659826266586131	7390
371	730750818665451459101842416358141509827966271859	62535	625359675940414815335378518008720536544457888974	49275
372	730750818665451459101842416358141509827966271860	70573	705739813273773308020045954003974110435282611988	57313
373	730750818665451459101842416358141509827966271861	51813	518138424991375109817276966686285289784646673844	38553
374	730750818665451459101842416358141509827966271862	55810	558108435248377084324820242200279073299382238913	42550
375	730750818665451459101842416358141509827966271863	11980	1198019067921988572561621157920367516153691500596	1280
376	730750818665451459101842416358141509827966271864	13928	13928343284037523080063489970344363827843990933	668
377	730750818665451459101842416358141509827966271865	44752	447528843718987530484773401816150368479898760783	31492
378	730750818665451459101842416358141509827966271866	12310	1231043682094206603344524886085096006664071028076	950
379	730750818665451459101842416358141509827966271867	38294	382943212025732259907500179650080851716232078257	25034
380	730750818665451459101842416358141509827966271868	32205	322054330479815411490664404865692693748919645078	18945
381	730750818665451459101842416358141509827966271869	57334	573344222576725215298219893383658714191506654689	44074
382	730750818665451459101842416358141509827966271870	97808	97808899398557577199923811139949486507783722449	84548
383	730750818665451459101842416358141509827966271871	16841	168415763560587722311705632485612963120812714610	3581
384	730750818665451459101842416358141509827966271872	86753	867536287259052969943817913403936937278838249443	73493
385	730750818665451459101842416358141509827966271873	59828	598282215996514789156646399246800030857614208978	46568
386	730750818665451459101842416358141509827966271874	92682	92682839114329517889218258699392380473677323507	79422
387	730750818665451459101842416358141509827966271875	23599	235991287018780111191349827054207157789484026522	10339
388	730750818665451459101842416358141509827966271876	14437	1443726740956306768040000488893606441231105376158	1177
389	730750818665451459101842416358141509827966271877	70075	700750248309332970799738481301682887863854528266	56815
390	730750818665451459101842416358141509827966271878	62957	629571867244549380039214355346189958355181938415	49697
391	730750818665451459101842416358141509827966271879	12577	1257712069398339396949386119183953814933391212731	683
392	730750818665451459101842416358141509827966271880	13844	1384457453339753892184415533906127274612843637326	584
393	730750818665451459101842416358141509827966271881	70414	704141107117029808064210021594511616097297742589	57154
394	730750818665451459101842416358141509827966271882	10735	1073585407917309627120617436065419332750727927213	2525
395	730750818665451459101842416358141509827966271883	14152	1415259796920991500557448741583314817914194739360	892
396	730750818665451459101842416358141509827966271884	12442	124429116359659894821466656398354950733175012031	818
