family,label,d,d_net,x,y,xn,yn,dX_num,dX_den,dF_num,dF_den,primary_rule,X_fixed,F_fixed,F_reflect,X_beta
negation,59->-d,59,115792089237316195423570985008687907852837564279074904382605163141518161494278,53467956276192349861948221937171498503643177269204461230384245004177138836533,4119214727602775607932521128681884153131966461396859633231677764244527094881,53467956276192349861948221937171498503643177269204461230384245004177138836533,111672874509713419815638463880006023700138018204243704406225906243664307576782,0,1,107553659782110644207705942751324139547006051742846844772994228479419780481901,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,60->-d,60,115792089237316195423570985008687907852837564279074904382605163141518161494277,518559790775991926153431284348924991691752894319091408626305042091127390610,7754554211713140270585379622151031431183921268920287121212618482407411327399,518559790775991926153431284348924991691752894319091408626305042091127390610,108037535025603055152985605386536876422086063396720276918244965525501423344264,0,1,100282980813889914882400225764385844990902142127799989797032347043094012016865,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,61->-d,61,115792089237316195423570985008687907852837564279074904382605163141518161494276,53058764004935428650100139287376587679652978405430403380587712871864611556376,2918800479109537269737873642942211407706668016660669097675760428828773803651,53058764004935428650100139287376587679652978405430403380587712871864611556376,112873288758206658153833111365745696445563316648979894941781823579080060868012,0,1,109954488279097120884095237722803485037856648632319225844106063150251287064361,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,62->-d,62,115792089237316195423570985008687907852837564279074904382605163141518161494275,7470696802146976875048795875680307511987987110754117830917946933599684326041,35498370868222357101075189419100726924131867018781426271212491175192595798687,7470696802146976875048795875680307511987987110754117830917946933599684326041,80293718369093838322495795589587180929138117646859137768245092832716238872976,0,1,44795347500871481221420606170486454005006250628077711497032601657523643074289,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,63->-d,63,115792089237316195423570985008687907852837564279074904382605163141518161494274,103082696326686084252692006348842617458364360484939043050040089399696685644264,40612530833850030770560071666434436443194162318210174699750855405684277524469,103082696326686084252692006348842617458364360484939043050040089399696685644264,75179558403466164653010913342253471410075822347430389339706728602224557147194,0,1,34567027569616133882450841675819034966881660029220214639955873196540279622725,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,64->-d,64,115792089237316195423570985008687907852837564279074904382605163141518161494273,86454928033100054822938644242727206101601557724291916072342392316125160730507,41929975541376036990359335647717381527212342035893043668288666074313354583455,86454928033100054822938644242727206101601557724291916072342392316125160730507,73862113695940158433211649360970526326057642629747520371168917933595480088208,0,1,31932138154564121442852313713253144798845300593854476702880251859282125504753,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
glv_lambda,1->lam,1,37718080363155996902926221483475020450927657555482586988616620542887997980018,55066263022277343669578718895168534326250603453777594175500187360389116729240,32670510020758816978083085130507043184471273380659243275938904335757337482424,85340279321737800624759429340272274763154997815782306132637707972559913914315,32670510020758816978083085130507043184471273380659243275938904335757337482424,30274016299460456955180710445103740436904394362004711957137520612170797185075,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi,False,True,False,True
glv_lambda,2->lam,2,75436160726311993805852442966950040901855315110965173977233241085775995960036,89565891926547004231252920425935692360644145829622209833684329913297188986597,12158399299693830322967808612713398636155367887041628176798871954788371653930,88371774108400680421763666133644293059454024478702477677781730340800895799521,12158399299693830322967808612713398636155367887041628176798871954788371653930,-1194117818146323809489254292291399301190121350919732155902599572496293187076,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi,False,True,False,True
glv_lambda,3->lam,3,113154241089467990708778664450425061352782972666447760965849861628663993940054,112711660439710606056748659173929673102114977341539408544630613555209775888121,25583027980570883691656905877401976406448868254816295069919888960541586679410,101061657593633116932541771993078247718285424141741249311972729832973889727279,25583027980570883691656905877401976406448868254816295069919888960541586679410,-11650002846077489124206887180851425383829553199798159232657883722235886160842,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi,False,True,False,True
glv_lambda,4->lam,4,35080232215307792188133900925212173950873065942855443571861319030033830425735,103388573995635080359749164254216598308788835304023601477803095234286494993683,37057141145242123013015316630864329550140216928701153669873286428255828810018,12423710204573961111438767137516234389224586660616369170493998072264343445760,37057141145242123013015316630864329550140216928701153669873286428255828810018,-90964863791061119248310397116700363919564248643407232307309097162022151547923,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi,False,True,False,True
