n,Phi_trunc_156,x,y
126,0.429560998368425290648702568371411130356691320699105242213432423087387071931140798103645450367587319517020917487647079973408644688347391483748398431663643315,49739765455947337879790908850139477504649012398313168454724745098982761739033,71531864240966930926898922546635941869813841859894270770914769905489190838066
127,0.516073250129490821973608120183482258151027929991084146210881430422704476522367973892645049126205631220537224904578286257970283506318528950703273574215767701,59757199831985803063258861155590945323274916778537213861841761251128847378561,3265850877202437352564708587060002316627909249385655507505588671348225171796
128,0.207019560973319999633930959605695783447926129190524914136559504050977860450337126729656826890066429278832777659667262175343485976803900956919243408121822007,23971227478092690611538379282579297124953800109492367109857348294863777014350,42342609885299334444880650568116455571250837701978463648617679521175848103706
129,0.369472219050668984980093518135361917963411432978831560510542737967311326369346861259736233774551898976958005953940014275533993659186909483143731851709058440,42781960159024299958163639356878453190501432691827926213851649420102986506453,26209845635735715128050436215405957538148584136159453271268754283021438363749
130,0.616616502465347536275763171084919397233059940917264112484378470351104693100660998602790052339519865592341090220556154220905180134735858756380648350131851864,71399313078669323736839153632635091547116725378263694980262817026165186043096,179593823837196588405975400113484208972710106943832594511212919018539390569
131,0.214422470500340131976074702930211361114108240093843944325446130842951129668285605516034011570654944574394402485224228891671191081519070962629645303363693339,24828425838661184004508991236528869451602486262452741052427930022653646024550,95102828470472291776057093815337685767671390421043125321484024336620242893052
132,0.541305805820718011917370033953036024560072859727937913036004978535810404554478089201322100313794430523745137589764760243435713139736747856649490249653642090,62678930172269932477902255736020956717314077750425124610689359450727554566103,80582304425855373188316584032686331214527449736457838674641405739003129319630
133,0.012547976955601332326191477557675895989441498352583671431766289931419047261361602696942812300190562443861258273630826945940067673907196877008865030222389266,1452956467390776672598891683932543545232174773492717225355396872020281653030,106210708175899152125714648298078812110806714734723933720377354113807359517220
134,0.835790641778499982767607742840296232696610883779520304038092634271717131157617353768427353302969342021741389125058084594994200222815988384815949231922885276,96777944576529843568623616193189594549923900341665273466455852419764434212376,64928530209935528785837570607755040990449330411455168881156857032989327663638
135,0.541879182414845099644126920150862984047147711837531540883676818562547030586265293667457919112535578148770059984687907562618065251426097885578411080246735486,62745322646023684649132862278503088745975977733828615989586254929015600332510,50597082332597324974253255629963107396520164163220179884187305565840999305806
136,0.946768650579667497692811371364411669616021513271343936267631670950061769385583756720190475461189552845605337085978473177472773226091958254940831593049003734,109628320075014294585128273792245302750581353998426074461709755028240539938840,84444862329296695876149043708775677522579449438989329283646898689475448450853
137,0.117980101908677324312957138181693352785627816553435839979507125008963518293181552835018462269190164977817704325141609430319599407135664013114046310372249669,13661162488437223529780284863135746668136193310617544625790232689185646836628,2725141752305645042166600835056169004588978063377366177153458734851714954166
138,0.059049019293020867104239732131516174488156259847308945693369065835691878022976165180172186742219661853267943197666757744419633558094035260915370376203806342,6837409311353477924704052842829386921883425040852518766345125123292025262229,110555121555173290121244810177399070178759354136801374237318263535601981977878
139,0.522335163481154853261130873794213200619727156625660904340646967448430522697854798850181269681821938076762730339807700853802256224720184950832555796792287585,60482279861598026324891450061129012879196844844107541081542560732800263163697,27860816461268183000230875585871877467313356846664789799312981791088511128849
140,0.575572926174959692608518768255983235088612995604748103397427672575964970134417989828627117697097404941703914796378815408108316006351592519625578167249928002,66646791630234139326591577184550968087417857699212399989636571843745903321001,41134078302871723405986629958118560145935354479189196992992326575558874723897
141,0.163568481233249495214937734276991008005745140720063624415637698839579061373790826130546567307763421713247435009085076841519900698170102814337786964060187767,18939936175372704966619684659281995043335291131987687519984341675584925753169,5110273247445873872395706108786991187530164512137465706847085393651236853835
142,0.935190366505775973400724307922747077196218907947676098809778242506206540735528116223492960633854706273847297957942529523506100894567555696327640020298300669,108287646372315250302004005968822622659575701687997551487890294546296222460635,14541502562254259379822306259007623778368668276607103686021787278623201921150
