family,label,d,d_net,tau,Delta_plus_num,Delta_plus_den,Delta_minus_num,Delta_minus_den,first_diff_Phi_plus,same_x,y_parity_flip
matrix::replace_constant,24->25,14428676,33185509,33185509,-5507578140636833218949511716932091394773447016279411969241070731410479401851475875136108039773174244890643761852604133685202366970341756698424089799979522,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-5507578140636833218949511716932091394773447016279411969241070731410479401851450253951513334334540148914316063928559565695025489493192920863969096077760858,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,26->27,54538862,111949941,111949941,-2712212665234322946852318385405055418505676431631496191497636458525180030658211471788979091941775771914916197885873848276783317069225190835400193079671640,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2712212665234322946852318385405055418505676431631496191497636458525180030658207696107680519327158431401659189665598735101979322882256542585086919116655238,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,27->28,111949941,227634408,227634408,10861127485445298422401180407933861019977179239821394490913912996161324225888646567301651697442441565184901993526633914905965113456328351097520593916555789,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,10861127485445298422401180407933861019977179239821394490913912996161324225888640501121808818853326506920216082356097894559119776363541361533689626182063009,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,28->29,227634408,400708894,400708894,-6558963175582408541828074625329310062114229333411834930816324078328198189812676874193641982156809959145619336401350516196857938319440894499057375222402146,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6558963175582408541828074625329310062114229333411834930816324078328198189812890209800563916715579688125489551224028080854715029304060939889963386380512028,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,30->31,1033162084,2102388551,2102388551,6426538379730107593465451161572976027660765253129420633433048526493007833619062893118995314632956240417492200452095326925540486183370321617770819577344807,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6426538379730107593465451161572976027660765253129420633433048526493007833619160928778464314775599335303458103606427200151490103922742897034970019872803871,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,31->32,2102388551,3093472814,3093472814,-6603847060870986537158979770439421851129758045127006562533844775813212180242242854623611004835734596338307516997228068679778350411047585794229116634463170,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6603847060870986537158979770439421851129758045127006562533844775813212180242253162649271833974051972483894262720618893637896112233931560177471086203393632,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,33->34,7137437912,14133072157,14133072157,-5366734242709019917401621834331902291535726509791969318947451334959172498501917883903245313694580916680849154571758266554527896124078893483228990646602603,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-5366734242709019917401621834331902291535726509791969318947451334959172498502095102645373464229387085575465793192823791551574230199513376846637556295764003,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,34->35,14133072157,20112871792,20112871792,9730657946622181257410024447908786308235931925068296275474727230291916456827309981509616600896222412215345863920610507009588955928802721757247484966060534,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,9730657946622181257410024447908786308235931925068296275474727230291916456827360750483893206417357961383812672083661541840677029676609780687722963567084432,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,35->36,20112871792,42387769980,42387769980,-3496110962119040897029006395759909153400307158212183211551017584999364119328742309081357204613286409354491310986845587639317476330002483408833819501505771,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-3496110962119040897029006395759909153400307158212183211551017584999364119328711766094400833462141931701569184646920056978066302492880223078580824518887207,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,37->38,100251560595,146971536592,146971536592,3519890764787421002637577680506882256506410023558403736810339586510583566829341762066917476332038675987647438106842131999059750809172495688627520548984510,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3519890764787421002637577680506882256506410023558403736810339586510583566829379335345023290263124269880523595775025799223629784524998118610796034947141312,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,38->39,146971536592,323724968937,323724968937,-7694325840523804681659554654931504819139005124503076421215411721514765539372794093550376847893154103289812221872474283305457515130495381939561215275347422,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-7694325840523804681659554654931504819139005124503076421215411721514765539372792298519966557346389489280172635038098830662980241356534437941314695463007292,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,39->40,323724968937,1003651412950,1003651412950,6152304827309539190418698309370843963336518733983718801384551665959941428692699223173754731250456617832369434216564051231543652469291275545043075347921368,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6152304827309539190418698309370843963336518733983718801384551665959941428692636006633478434663977049741053530671318780376403562446153091979993771525053798,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,41->42,1458252205147,2895374552463,2895374552463,3113119942192066636710855196969140132215029952497623356515280738165810035945544273072908216421815102928910210173669924373829104601520482946370634964818901,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3113119942192066636710855196969140132215029952497623356515280738165810035945647132884660851918118214101632576129747491594017452069430114644021351694389237,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,42->43,2895374552463,7409811047825,7409811047825,-3801744139065091323728847542828461376718578769082089004473483211187784977678842165695188884213587175624304098168021213779767428059537296405122191976822232,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-3801744139065091323728847542828461376718578769082089004473483211187784977678985031339135720075346722346050470113995750194814808400364623017136597489011190,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,43->44,7409811047825,15404761757071,15404761757071,-3766760845979195180058862574404396619828646763244310227581331249096918135866530188577439631014651341039010434393904542114713042794953106877168771804296625,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-3766760845979195180058862574404396619828646763244310227581331249096918135866458244183749788784068235166418358332225042588350702904404547661209879755646849,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,44->45,15404761757071,19996463086597,19996463086597,865056269009837815723465356349562086783311491426368897654532901762691130539160528743031514926252244528157704092602538164174624835417889106671870175023942,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,865056269009837815723465356349562086783311491426368897654532901762691130539113924161196369320575758865975583002383425740474933889144840305045609303300722,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::replace_constant,46->47,51408670348612,119666659114170,119666659114170,-10226438444831991145508603751045249193637753330736975104267525246913241310938473940140643636041442501575012848409278801207939328128182565405207000947426106,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-10226438444831991145508603751045249193637753330736975104267525246913241310938503186739560899997805452647202758728454998588892576833830464907795320268503680,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::replace_constant,47->48,119666659114170,191206974700443,191206974700443,4591781099609534145404244134353485490878082321010239796577756515657835436084175493627154637713360044994189588369665629310216587550110871516958938366200039,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,4591781099609534145404244134353485490878082321010239796577756515657835436084265757829734519335754795774522839521673077857148524174236475904914172237497007,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::add_constant,49->50,409118905032525,611140496167764,202021591135239,8134753536554251265073465728796763543075170287150381416499615133777756010844719339481514206281595446663953339661520167706490514387083709787370822142262117,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,8134753536554251265073465728796763543075170287150381416499615133777756010844675507735376796597264369889895752159567870132477919530727644679421872326887639,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::affine_a3,50->51,611140496167764,2058769515153876,225348026650584,-5447504775481017830010960922552292102944421197768225629630094987814559043905836858653110201962765300791302108068766248976685254343439452504014012791040024,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-5447504775481017830010960922552292102944421197768225629630094987814559043905740798244104079729333869414435679959429129828970771788770794436784225728394778,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::double_and_add_affine,51->52,2058769515153876,4216495639600700,98956609292948,-1239218025735291939332697165119084513943576389033602947991548801532237113276797372735076489141687939182822720539000967231822114995503728145416783272644263,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-1239218025735291939332697165119084513943576389033602947991548801532237113276876650576922462966613965762502753945905436954510710775140323456633455107744393,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::matrix_unlabeled_add,53->54,6763683971478124,9974455244496707,3210771273018583,3105170753944978053367097450652791095354518285624176811383637178635336676156195454832034908792367754626605033154411679373717021609421388452678643345923768,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3105170753944978053367097450652791095354518285624176811383637178635336676156286729677168442725776746269205508677835657808493628244444216610784590425018766,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::affine_a3,54->55,9974455244496707,30045390491869460,122024758379339,3073372850063096446519957451705838447558614027725826258372241029467971460769949362838452827009017563679452070023217821973937064046392066319425905125015615,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3073372850063096446519957451705838447558614027725826258372241029467971460769936399497046591741594285093891136521859576181068019423614868398133127305927943,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::matrix_unlabeled_add,55->56,30045390491869460,44218742292676575,14173351800807115,-3690207263423215552907716218056537323756226166429243551059162745565990342968932325611213797118965190435104800556589555619454879950882199577950570561868993,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-3690207263423215552907716218056537323756226166429243551059162745565990342969121702195839085094333822715703196418012069264354884226194535009251023798914829,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::matrix_unlabeled_add,57->58,138245758910846492,199976667976342049,61730909065495557,-7740555629456768233829890741876820266619162193466336952511141765707741736423819979633464315728878630103475123952385664388692704858243408100463303239112337,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-7740555629456768233829890741876820266619162193466336952511141765707741736423793387430034826045782910250681515421818696362603072408278151907376620740235551,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::matrix_unlabeled_add,58->59,199976667976342049,525070384258266191,325093716281924142,2504125367341170403228775854712395730927222606665794235694128411073903464243713184462838330814084621176877800765875301318993792129356509120276088485973990,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2504125367341170403228775854712395730927222606665794235694128411073903464243775898054202999641190176269923338376147871480118110748945970653173906967520948,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::matrix_unlabeled_add,59->60,525070384258266191,1135041350219496382,609970965961230191,406263803352404409411814866773162913915630541804628739245285331867441596764314225131791443468156403908390886621310690284615545606922538209236996008095819,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,406263803352404409411814866773162913915630541804628739245285331867441596764137270910955865882987138761378441100655875787132725521283480054345856382052773,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2,False,True
matrix::matrix_unlabeled_add,60->61,1135041350219496382,1425787542618654982,290746192399158600,38453163140651544546078703249080933568178493436687514446301757587935583199860254422764825198043771067855666278077333122474480003375095458397175611001211,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,38453163140651544546078703249080933568178493436687514446301757587935583199857491756370825466698270825053444787095467314034289060051840561522894926950625,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3,False,True
matrix::matrix_unlabeled_add,62->63,3908372542507822062,8993229949524469768,5084857407016647706,3499613937338899958772022353761120315171559618184692649956312608423102209993434834765045696580764469820927866743605607631195170061807608628282620129091519,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3499613937338899958772022353761120315171559618184692649956312608423102209993408673434308809652424131072482921056631582598218267016093639050177224830015743,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::matrix_unlabeled_add,63->64,8993229949524469768,17799667357578236628,8806437408053766860,-4498885245087041901032204682705777502621297362343255448091151934955011110296925314165683696167071493026574896677710551977106573417336779152528773053183652,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4498885245087041901032204682705777502621297362343255448091151934955011110296917215989836272069120327271950151801691285607886155125629712519425750146083204,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::matrix_unlabeled_add,64->65,17799667357578236628,30568377312064202855,12768709954485966227,1681495337547162814753924880987925333349032145478259918716757762111955127391946678848127939356195347051396520822581022200680077369329739983759829416537913,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1681495337547162814753924880987925333349032145478259918716757762111955127391814278371018975456768352503485919138341143895604495811174849796663400864887403,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::matrix_unlabeled_add,65->66,30568377312064202855,46346217550346335726,15777840238282132871,1610855047846049251461015932687031425618203568142090200755845421771056964694083072092260046362330404402397357356553862548712678777591196650610090331701210,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1610855047846049251461015932687031425618203568142090200755845421771056964694177348881012618162143336765623400460645597202466541463408921551271352663930722,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
matrix::matrix_unlabeled_add,67->68,132656943602386256302,219898266213316039825,87241322610929783523,720056223060633484997111242673254610927721667956205705832099029982771665094716277710786350708569144685224737140229714589532115001579890899087516893346035,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,720056223060633484997111242673254610927721667956205705832099029982771665094919548452290809026861160900333927965986906308028236571683333838306513700372481,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::matrix_unlabeled_add,68->69,219898266213316039825,297274491920375905804,77376225707059865979,2293725124007002194473946126603236951362826445300811708167663248074113628408601997013806539122688840333423381628222380071215809251988140062065532393862683,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2293725124007002194473946126603236951362826445300811708167663248074113628408425399820787505022017192675622950717755247726407185835208264786018887604149877,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
matrix::matrix_unlabeled_add,69->70,297274491920375905804,970436974005023690481,673162482084647784677,3625870076162285335437683230315577670627622932035518306661440666442896891748572155530428771380126358507521671619944595425707320882141111891259052114234482,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3625870076162285335437683230315577670627622932035518306661440666442896891748568173894828474817253750889336086816801244207581707897188864921166795445236014,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
